allTimeRank,trackScore,spotifyStreams,spotifyPlaylistCount,spotifyPlaylistReach,spotifyPopularity,youtubeViews,youtubeLikes,tiktokPosts,tiktokLikes,tiktokViews,youtubePlaylistReach,appleMusicPlaylistCount,airplaySpins,siriusxmSpins,deezerPlaylistCount,deezerPlaylistReach,amazonPlaylistCount,pandoraStreams,pandoraTrackStations,soundcloudStreams,shazamCounts,explicitTrack
-1.731018598572235,17.73646801101523,-0.10703999408381278,-0.4062722949630619,5.883899930080783,1.938395979327864,-0.46985495964280566,-0.27451125163652845,2.28864277987099,1.1050991534990284,0.799656514881662,-0.3264515888485259,2.3160643161588412,-0.11727188593220808,1.0483195712780895,0.6117488482071111,5.132974402084131,3.8860878585770293,-0.46252356146916696,-0.29258142472418575,-0.5949672623174548,0.024813477848610235,-0.7482317801859917
-1.7302625889649006,13.078918065612944,-0.23260569254428157,-0.44315226220666876,5.1357181756010695,1.938395979327864,-0.42254480892206037,0.1255772293111569,-0.1279256350059876,-0.1587410297046173,-0.18266723935824697,-0.31668772488915586,1.9881721807497548,-0.11890294395647573,-0.6249400198523505,0.7147748682277087,2.8736391882382004,3.754580532422388,-0.5324162984753309,-0.26774537255411657,-0.48791432759547576,-0.24985909304403345,1.3364842639421501
-1.7295065793575664,12.884312914690842,0.28947390776265014,-0.0716889578682572,6.392414099905586,1.938395979327864,-0.41332230891449767,-0.15820221402203738,0.9874537824005137,0.3332486019178215,0.4232940070568909,0.050352708799558256,2.017980556696035,0.15891508652220962,0.6846743150559087,2.1365339445119576,11.027640929274781,6.428562830900088,-0.5512651740646268,-0.37048184448200117,-0.4531769874477229,0.48810989690393547,-0.7482317801859917
-1.728750569750232,10.45823536652865,2.9787547126304386,2.9811590720768906,3.8444720310033196,1.462272315409395,1.0226999341100338,1.7368953829629008,2.9634176718892724,1.9810774127510975,2.5771079604721057,5.077051768587779,5.058434903216655,11.75404862466444,4.728999259256649,4.77400005703926,7.363735965410708,8.09432229552554,0.7149684767518059,0.5203589203230653,1.104952015167933e-16,1.645891735140002,-0.7482317801859917
-1.7279945601428974,9.897772531872999,-0.6400849616339932,-0.7391271049723037,4.350429891919586,1.666325314231596,-0.4800343945032727,0.16695932999567598,-0.4402812186528587,0.0,-4.5707814815970263e-17,-0.39032470764589544,1.898747052910913,-0.35563818298127237,-0.629854144936434,1.023852928289502,5.152464479091679,3.4915658801131064,-0.5548794747218956,-0.36432351266330276,-0.868515926200281,-0.36696581411938456,1.3364842639421501
-1.727238550535563,9.5552674662501,0.4199088121689063,0.6588404278588326,5.163693671925919,1.326236982861261,-0.40071163015720906,-0.34681651837938865,1.5459107385270623,0.2097835140283502,0.3407744459331049,4.259980423683921,1.24296278209274,3.865713852952898,10.802857863183885,1.10627374430598,4.99713512017309,5.551847323202481,0.3613501748633142,-0.16621173500486583,-0.3208926526005269,0.3520633116010231,1.3364842639421501
-1.7264825409282285,9.480020141226888,0.8515062434715791,0.19449004505361853,6.052117721510829,1.5302899816834619,-0.13876888716144994,0.2685985641677081,0.0,-0.17030326953643582,-0.1200584923745135,7.188065661098375,3.359357474278662,2.7184756596807014,0.4217686230574402,2.795900472643783,14.76660343713956,5.639518873972242,-0.13821749035444436,-0.13742479987576334,1.104952015167933e-16,1.3213388932837762,-0.7482317801859917
-1.7257265313208943,8.66527324269969,0.4282094812890653,-0.2734024014515193,6.379825963552358,1.938395979327864,-0.2572800780027153,-0.3362364482437906,1.212645883264565,0.46323788663725807,0.5067778006212743,2.985933051974304,1.5708549175018265,-0.31394270983298866,-0.5585993312172229,1.1268789483100996,10.05913402566891,1.2121055600993298,-0.5625454393846636,-0.3699277297682485,1.104952015167933e-16,0.6259228356885321,1.3364842639421501
-1.7249705217135598,8.14373143822846,2.267373943986904,-0.8414502411357033,-0.7927427179818249,4.832945867439307e-16,-8.792340926306948e-17,0.0,0.0,0.0,-4.5707814815970263e-17,1.0062949112255748e-16,-1.0590062496717888e-16,0.0,1.3966783524448158e-16,0.0,0.0,0.0,-1.0186023807108566e-16,0.0,1.104952015167933e-16,0.0,1.3364842639421501
-1.7242145121062253,7.492452866475829,-0.6708493500009547,-0.6941145594736717,5.461764519745018,1.5302899816834619,-0.5458814077161784,-0.43793004676921243,-0.2934745688270317,0.01832582888157077,-0.035754680541777106,-0.28574737300071934,2.0328847446691753,-0.42487121444790227,-0.3448348900595896,0.9414321122730237,2.992541692087372,2.921700800109662,-0.5787242466635661,-0.3920923183183556,-0.6625196835549599,-0.32990232019374716,1.3364842639421501
